,transaction_id,customer_id,transaction_date,payment_method,satisfaction_level,store_branch,total_amount_GBP
1988,92989,11942,2022-01-30,Credit Card,4,London Central,18.48
1989,92990,11757,2022-04-06,Debit Card,3,Manchester Arndale,75.68
1990,92991,11738,2023-08-12,Google Pay,3,London Central,90.14
1991,92992,11047,2023-03-11,Debit Card,5,Glasgow Centre,93.4
1992,92993,11678,2022-08-28,Apple Pay,4,Leeds Trinity,53.56
1993,92994,11531,2023-01-15,Google Pay,5,Glasgow Centre,22.96
1994,92995,12000,2023-05-05,Apple Pay,3,Manchester Arndale,105.9
1995,92996,11926,2023-02-28,Google Pay,5,Birmingham Bullring,3.95
1996,92997,11681,2024-03-15,Google Pay,5,Leeds Trinity,150.43
1997,92998,11140,2022-01-08,Google Pay,1,Manchester Arndale,203.89
1998,92999,11457,2024-10-22,Apple Pay,4,Leeds Trinity,100.62
1999,93000,11550,2023-11-24,Google Pay,3,London Central,194.35
2000,93001,11356,2022-06-17,Google Pay,5,Manchester Arndale,79.88
2001,93002,11475,2024-09-25,Debit Card,4,Leeds Trinity,74.18
2002,93003,11625,2020-06-03,Credit Card,5,London Central,16.72
2003,93004,11978,2024-07-02,Debit Card,4,Glasgow Centre,67.15
2004,93005,11576,2022-12-16,Apple Pay,3,Birmingham Bullring,29.4
2005,93006,11821,2020-06-20,Credit Card,2,Leeds Trinity,153.56
2006,93007,11268,2023-09-12,Google Pay,5,Manchester Arndale,159.35
2007,93008,11269,2022-06-05,Credit Card,2,London Central,86.29
2008,93009,11959,2023-03-24,Apple Pay,4,Manchester Arndale,47.73
2009,93010,11335,2020-06-05,Google Pay,5,Birmingham Bullring,87.41
2010,93011,11553,2023-04-22,Google Pay,2,Manchester Arndale,74.12
2011,93012,11356,2024-02-18,Apple Pay,4,London Central,94.25
2012,93013,11291,2024-08-04,Credit Card,3,Leeds Trinity,43.45
2013,93014,11330,2023-07-03,Google Pay,5,Manchester Arndale,99.37
2014,93015,11553,2022-01-24,Google Pay,4,Manchester Arndale,80.78
2015,93016,11223,2022-11-06,Apple Pay,5,Manchester Arndale,44.38
2016,93017,11338,2023-01-11,Credit Card,2,Manchester Arndale,87.06
2017,93018,11922,2024-09-09,Google Pay,3,Manchester Arndale,45.04
2018,93019,11232,2023-07-03,Google Pay,2,Birmingham Bullring,50.89
2019,93020,11106,2023-12-26,Google Pay,4,Manchester Arndale,24.84
2020,93021,11420,2023-11-19,Google Pay,2,London Central,79.96
2021,93022,11682,2022-06-30,Google Pay,5,Manchester Arndale,54.17
2022,93023,11117,2023-12-13,Apple Pay,4,Birmingham Bullring,3.32
2023,93024,11756,2024-12-10,Google Pay,4,London Central,50.39
2024,93025,11986,2022-03-17,Google Pay,4,Manchester Arndale,33.31
2025,93026,11030,2024-07-31,Debit Card,2,Birmingham Bullring,75.97
2026,93027,11085,2023-10-29,Credit Card,4,Leeds Trinity,137.98
2027,93028,11210,2024-10-10,Debit Card,4,Manchester Arndale,35.84
2028,93029,11468,2023-05-20,Debit Card,5,Manchester Arndale,114.43
2029,93030,11189,2023-02-16,Apple Pay,5,Birmingham Bullring,42.04
2030,93031,11391,2024-03-19,Google Pay,3,Glasgow Centre,66.18
2031,93032,11892,2023-06-13,Apple Pay,4,Manchester Arndale,66.92
2032,93033,11401,2022-08-03,Google Pay,4,Glasgow Centre,17.04
2033,93034,11432,2024-10-20,Apple Pay,4,London Central,210.91
2034,93035,11985,2023-09-12,Debit Card,4,London Central,17.27
2035,93036,11742,2022-10-11,Apple Pay,3,Leeds Trinity,22.1
2036,93037,11844,2024-08-17,Debit Card,4,London Central,3.58
2037,93038,11521,2022-03-17,Google Pay,4,Leeds Trinity,17.13
2038,93039,11986,2022-08-06,Credit Card,2,London Central,134.4
2039,93040,11244,2024-03-07,Google Pay,3,London Central,78.75
2040,93041,11630,2024-05-16,Google Pay,4,Glasgow Centre,45.26
2041,93042,11185,2022-06-23,Google Pay,4,Leeds Trinity,4.96
2042,93043,11678,2023-02-17,Credit Card,2,Manchester Arndale,13.15
2043,93044,11686,2024-04-05,Debit Card,5,London Central,20.86
2044,93045,11760,2022-09-29,Apple Pay,4,Manchester Arndale,50.53
2045,93046,11916,2024-11-17,Cash,5,Manchester Arndale,81.6
2046,93047,11252,2021-11-03,Apple Pay,4,Birmingham Bullring,45.92
2047,93048,11993,2023-08-23,Apple Pay,4,Birmingham Bullring,50.73
2048,93049,11149,2023-01-25,Google Pay,3,London Central,167.06
2049,93050,11244,2020-12-13,Apple Pay,5,Glasgow Centre,137.61
2050,93051,11079,2024-05-09,Debit Card,3,Manchester Arndale,28.59
2051,93052,11984,2023-01-17,Apple Pay,3,London Central,119.33
2052,93053,11170,2023-12-14,Apple Pay,2,Birmingham Bullring,112.83
2053,93054,11629,2021-02-09,Apple Pay,4,Birmingham Bullring,32.27
2054,93055,11705,2023-06-20,Google Pay,5,Manchester Arndale,4.97
2055,93056,11688,2024-12-15,Google Pay,3,London Central,23.84
2056,93057,11675,2022-07-12,Apple Pay,3,Glasgow Centre,24.68
2057,93058,11296,2023-10-04,Apple Pay,5,Manchester Arndale,83.33
2058,93059,11338,2024-03-22,Google Pay,5,Glasgow Centre,103.21
2059,93060,11120,2023-03-01,Apple Pay,3,London Central,120.38
2060,93061,11905,2022-11-11,Google Pay,3,Birmingham Bullring,86.85
2061,93062,11489,2023-06-26,Credit Card,4,Manchester Arndale,28.49
2062,93063,11742,2021-03-12,Google Pay,4,Leeds Trinity,72.0
2063,93064,11603,2024-08-28,Google Pay,4,Birmingham Bullring,80.18
2064,93065,11082,2023-06-15,Apple Pay,5,Birmingham Bullring,126.72
2065,93066,11796,2022-11-14,Apple Pay,5,London Central,142.74
2066,93067,11384,2024-04-25,Google Pay,1,Birmingham Bullring,59.13
2067,93068,11456,2024-08-13,Google Pay,5,Manchester Arndale,3.31
2068,93069,11162,2021-10-19,Credit Card,4,London Central,88.1
2069,93070,11223,2023-07-28,Apple Pay,4,Birmingham Bullring,71.94
2070,93071,11863,2022-01-07,Apple Pay,5,Birmingham Bullring,39.92
2071,93072,11121,2024-05-25,Credit Card,4,Manchester Arndale,45.12
2072,93073,11113,2024-12-13,Google Pay,1,Manchester Arndale,58.38
2073,93074,11257,2024-09-06,Credit Card,2,London Central,34.77
2074,93075,11715,2023-02-17,Google Pay,4,Birmingham Bullring,66.33
2075,93076,11305,2024-03-12,Apple Pay,3,Manchester Arndale,83.88
2076,93077,11908,2024-12-04,Credit Card,4,Manchester Arndale,43.39
2077,93078,11779,2022-09-05,Cash,5,Manchester Arndale,47.16
2078,93079,11093,2024-09-06,Apple Pay,5,Manchester Arndale,36.79
2079,93080,11202,2021-03-17,Google Pay,2,Manchester Arndale,22.16
2080,93081,11329,2021-10-02,Apple Pay,5,Manchester Arndale,179.8
2081,93082,11384,2023-03-05,Debit Card,3,London Central,42.77
2082,93083,11786,2024-11-27,Debit Card,3,Manchester Arndale,71.34
2083,93084,11525,2023-07-11,Google Pay,5,Leeds Trinity,75.29
2084,93085,11335,2023-11-19,Google Pay,2,Leeds Trinity,43.03
2085,93086,11753,2024-01-23,Google Pay,5,Birmingham Bullring,135.95
2086,93087,11680,2024-08-17,Apple Pay,4,London Central,13.5
2087,93088,11873,2024-04-30,Apple Pay,4,Birmingham Bullring,65.28
2088,93089,11574,2023-11-25,Google Pay,4,Manchester Arndale,29.36
2089,93090,11409,2022-01-27,Google Pay,3,Leeds Trinity,164.51
2090,93091,11706,2023-03-23,Google Pay,5,Manchester Arndale,23.21
2091,93092,11147,2023-11-12,Apple Pay,2,Manchester Arndale,65.14
2092,93093,11472,2023-07-03,Credit Card,5,Leeds Trinity,89.4
2093,93094,11562,2024-08-31,Google Pay,2,London Central,54.13
2094,93095,11052,2024-11-05,Google Pay,3,London Central,83.15
2095,93096,11110,2024-02-13,Debit Card,2,Glasgow Centre,31.94
2096,93097,11308,2022-05-02,Google Pay,3,London Central,31.33
2097,93098,11394,2023-04-16,Apple Pay,3,Manchester Arndale,42.6
2098,93099,11174,2024-06-19,Debit Card,5,Manchester Arndale,84.56
2099,93100,11916,2022-03-21,Apple Pay,5,Leeds Trinity,89.42
2100,93101,11745,2024-06-05,Google Pay,4,Glasgow Centre,124.14
2101,93102,11527,2022-07-12,Credit Card,5,London Central,75.32
2102,93103,11267,2023-11-25,Apple Pay,3,Manchester Arndale,69.67
2103,93104,11897,2024-06-16,Credit Card,3,London Central,89.9
2104,93105,11661,2024-11-27,Google Pay,3,Birmingham Bullring,92.11
2105,93106,11301,2023-03-30,Apple Pay,3,Birmingham Bullring,91.7
2106,93107,11381,2021-09-23,Google Pay,4,Leeds Trinity,2.76
2107,93108,11248,2024-07-06,Google Pay,4,Birmingham Bullring,63.51
2108,93109,11216,2024-03-09,Credit Card,5,London Central,83.06
2109,93110,11439,2023-11-16,Google Pay,5,Leeds Trinity,80.7
2110,93111,11917,2024-07-20,Apple Pay,5,Birmingham Bullring,3.72
2111,93112,11660,2024-02-14,Apple Pay,4,Leeds Trinity,66.3
2112,93113,11560,2023-03-24,Apple Pay,5,Birmingham Bullring,28.78
2113,93114,11909,2023-03-21,Apple Pay,5,Leeds Trinity,103.94
2114,93115,11403,2024-12-22,Apple Pay,4,Birmingham Bullring,175.28
2115,93116,11480,2024-03-11,Google Pay,4,Manchester Arndale,104.93
2116,93117,11675,2024-07-02,Apple Pay,4,Manchester Arndale,146.04
2117,93118,11892,2023-02-12,Credit Card,4,London Central,90.25
2118,93119,11622,2023-09-19,Cash,3,Birmingham Bullring,3.04
2119,93120,11289,2023-10-05,Apple Pay,1,London Central,60.4
2120,93121,11652,2024-11-16,Debit Card,4,Manchester Arndale,91.51
2121,93122,11550,2023-08-27,Apple Pay,4,Manchester Arndale,63.28
2122,93123,11563,2020-11-23,Google Pay,4,London Central,70.82
2123,93124,11800,2024-05-16,Credit Card,5,London Central,20.16
2124,93125,11528,2024-08-23,Apple Pay,5,Birmingham Bullring,126.48
2125,93126,11980,2021-09-18,Cash,5,Birmingham Bullring,32.88
2126,93127,11531,2023-01-03,Apple Pay,4,London Central,4.54
2127,93128,11283,2023-03-23,Debit Card,4,Birmingham Bullring,8.4
2128,93129,11449,2023-01-25,Apple Pay,2,Birmingham Bullring,70.67
2129,93130,11417,2023-05-26,Google Pay,3,Leeds Trinity,70.78
2130,93131,11677,2023-09-04,Google Pay,4,London Central,92.76
2131,93132,11652,2022-11-17,Credit Card,3,Manchester Arndale,131.24
2132,93133,11169,2024-03-30,Credit Card,4,Manchester Arndale,179.71
2133,93134,11788,2021-02-19,Debit Card,4,London Central,58.56
2134,93135,11381,2023-02-14,Apple Pay,3,Manchester Arndale,141.17
2135,93136,11915,2023-03-28,Credit Card,4,Manchester Arndale,217.99
2136,93137,11935,2024-09-15,Google Pay,2,Birmingham Bullring,33.06
2137,93138,11689,2023-09-15,Credit Card,4,London Central,132.63
2138,93139,11826,2020-04-28,Debit Card,4,Leeds Trinity,43.6
2139,93140,11977,2024-01-06,Google Pay,2,Manchester Arndale,85.92
2140,93141,11203,2022-09-06,Credit Card,5,London Central,31.22
2141,93142,11592,2024-02-19,Google Pay,5,Leeds Trinity,11.22
2142,93143,11356,2024-11-20,Credit Card,4,Manchester Arndale,76.87
2143,93144,11654,2021-05-21,Credit Card,2,Glasgow Centre,137.66
2144,93145,11457,2023-07-17,Google Pay,5,London Central,132.13
2145,93146,11725,2022-03-19,Google Pay,5,London Central,140.23
2146,93147,11989,2021-07-19,Google Pay,5,Manchester Arndale,50.25
2147,93148,11281,2020-06-02,Credit Card,3,Birmingham Bullring,78.52
2148,93149,11782,2021-04-30,Google Pay,2,London Central,0.76
2149,93150,11649,2024-04-16,Google Pay,2,London Central,34.47
2150,93151,11311,2024-09-15,Credit Card,5,Manchester Arndale,38.06
2151,93152,11469,2024-01-23,Apple Pay,3,London Central,18.79
2152,93153,11556,2024-12-24,Google Pay,5,Leeds Trinity,53.69
2153,93154,11712,2024-11-28,Apple Pay,5,London Central,30.15
2154,93155,11504,2024-05-29,Debit Card,3,London Central,29.07
2155,93156,11138,2021-02-08,Apple Pay,5,Manchester Arndale,67.96
2156,93157,11359,2023-06-28,Credit Card,5,London Central,143.44
2157,93158,11922,2023-05-10,Credit Card,5,Manchester Arndale,16.54
2158,93159,11476,2024-10-29,Apple Pay,5,Birmingham Bullring,85.44
2159,93160,11811,2024-10-31,Google Pay,5,Leeds Trinity,9.84
2160,93161,11572,2021-01-31,Debit Card,4,Birmingham Bullring,32.3
2161,93162,11480,2022-06-27,Google Pay,3,London Central,57.8
2162,93163,11001,2021-10-04,Apple Pay,4,London Central,32.91
2163,93164,11769,2020-06-01,Apple Pay,3,Leeds Trinity,57.27
2164,93165,11583,2024-10-10,Google Pay,2,Glasgow Centre,55.35
2165,93166,11069,2024-12-11,Debit Card,1,Glasgow Centre,5.18
2166,93167,11386,2024-11-24,Google Pay,4,Birmingham Bullring,74.86
2167,93168,11802,2022-02-20,Debit Card,5,London Central,54.53
2168,93169,11824,2021-09-05,Google Pay,4,Glasgow Centre,64.56
2169,93170,11709,2023-07-31,Apple Pay,5,London Central,59.01
2170,93171,11452,2024-07-21,Debit Card,3,Glasgow Centre,146.11
2171,93172,11307,2024-10-29,Apple Pay,2,London Central,79.54
2172,93173,11306,2024-07-08,Credit Card,4,Manchester Arndale,53.25
2173,93174,11754,2023-08-09,Apple Pay,3,Manchester Arndale,84.21
2174,93175,11985,2022-07-13,Apple Pay,5,Birmingham Bullring,94.4
2175,93176,11087,2023-05-04,Apple Pay,5,Birmingham Bullring,13.72
2176,93177,11680,2024-11-02,Apple Pay,4,London Central,120.96
2177,93178,11924,2024-01-19,Credit Card,5,Manchester Arndale,71.13
2178,93179,11902,2023-10-21,Credit Card,1,Manchester Arndale,42.71
2179,93180,11480,2024-02-18,Debit Card,5,Leeds Trinity,87.12
2180,93181,11878,2024-12-22,Apple Pay,1,London Central,136.11
2181,93182,11381,2024-10-13,Google Pay,4,Leeds Trinity,87.41
2182,93183,11661,2023-03-10,Cash,2,London Central,62.51
2183,93184,11582,2024-08-28,Google Pay,5,Manchester Arndale,25.36
2184,93185,11713,2024-12-13,Google Pay,5,Birmingham Bullring,23.37
2185,93186,11117,2022-11-06,Credit Card,5,London Central,85.73
2186,93187,11637,2023-02-27,Google Pay,5,Birmingham Bullring,99.75
2187,93188,11313,2024-06-03,Google Pay,4,Leeds Trinity,41.21
2188,93189,11577,2023-07-14,Debit Card,3,London Central,48.31
2189,93190,11952,2021-03-27,Google Pay,5,Birmingham Bullring,142.57
2190,93191,11149,2023-02-05,Credit Card,4,Leeds Trinity,75.41
2191,93192,11014,2023-10-14,Apple Pay,1,Glasgow Centre,1.9
2192,93193,11739,2022-09-08,Apple Pay,3,Birmingham Bullring,45.94
2193,93194,11034,2024-09-23,Cash,4,Birmingham Bullring,70.48
2194,93195,11533,2023-01-29,Google Pay,3,Birmingham Bullring,46.4
2195,93196,11049,2024-03-31,Apple Pay,5,Manchester Arndale,65.47
2196,93197,11270,2022-06-17,Credit Card,5,London Central,8.47
2197,93198,11823,2022-07-17,Apple Pay,4,Leeds Trinity,74.84
2198,93199,11917,2023-02-13,Credit Card,5,Manchester Arndale,82.39
2199,93200,11591,2022-09-13,Google Pay,5,Manchester Arndale,92.86
2200,93201,11103,2023-07-04,Google Pay,1,Manchester Arndale,49.55
2201,93202,11269,2024-06-12,Apple Pay,5,Leeds Trinity,35.74
2202,93203,11308,2024-11-11,Apple Pay,5,London Central,51.28
2203,93204,11828,2020-07-14,Google Pay,3,London Central,21.99
2204,93205,11419,2024-10-17,Google Pay,4,Birmingham Bullring,20.96
2205,93206,11179,2022-06-07,Google Pay,5,Glasgow Centre,35.85
2206,93207,11068,2024-07-20,Apple Pay,4,Manchester Arndale,23.91
2207,93208,11848,2022-11-03,Google Pay,5,Glasgow Centre,43.51
2208,93209,11022,2024-08-02,Apple Pay,5,London Central,24.04
2209,93210,11746,2024-05-12,Google Pay,3,Manchester Arndale,31.23
2210,93211,11882,2024-06-30,Apple Pay,4,Leeds Trinity,64.02
2211,93212,11662,2024-12-17,Google Pay,4,Leeds Trinity,162.02
2212,93213,11978,2023-11-29,Apple Pay,3,Manchester Arndale,167.33
2213,93214,11035,2024-07-20,Google Pay,4,Manchester Arndale,23.6
2214,93215,11489,2022-12-05,Google Pay,4,Birmingham Bullring,46.99
2215,93216,11817,2024-08-22,Credit Card,4,London Central,18.96
2216,93217,11478,2024-06-18,Credit Card,5,London Central,21.97
2217,93218,11818,2023-04-06,Debit Card,3,Leeds Trinity,206.02
2218,93219,11239,2022-12-25,Credit Card,5,Birmingham Bullring,131.06
2219,93220,11085,2024-05-16,Credit Card,4,Manchester Arndale,19.7
2220,93221,11267,2022-08-08,Google Pay,4,Manchester Arndale,62.96
2221,93222,11033,2022-08-05,Credit Card,4,Manchester Arndale,5.2
2222,93223,11439,2023-01-13,Google Pay,5,London Central,15.08
2223,93224,11793,2022-12-31,Google Pay,4,Leeds Trinity,113.86
2224,93225,11626,2022-10-05,Google Pay,5,Manchester Arndale,42.05
2225,93226,11744,2024-01-07,Google Pay,3,Leeds Trinity,78.82
2226,93227,11608,2023-03-28,Apple Pay,4,Leeds Trinity,2.09
2227,93228,11492,2020-09-26,Credit Card,4,Glasgow Centre,23.97
2228,93229,11691,2024-09-15,Google Pay,1,Manchester Arndale,85.49
2229,93230,11488,2023-07-02,Apple Pay,5,Manchester Arndale,44.28
2230,93231,11621,2024-11-13,Google Pay,2,London Central,74.06
2231,93232,11905,2023-07-13,Debit Card,4,Leeds Trinity,182.34
2232,93233,11531,2024-12-17,Cash,5,Leeds Trinity,122.47
2233,93234,11124,2023-10-02,Google Pay,2,Birmingham Bullring,19.54
2234,93235,11417,2024-10-30,Apple Pay,4,Leeds Trinity,108.78
2235,93236,11514,2024-11-09,Google Pay,5,Birmingham Bullring,15.75
2236,93237,11157,2024-02-26,Apple Pay,5,Glasgow Centre,42.18
2237,93238,11364,2024-12-27,Apple Pay,5,Birmingham Bullring,90.58
2238,93239,11036,2022-02-26,Apple Pay,4,London Central,120.27
2239,93240,11589,2024-01-10,Apple Pay,5,Leeds Trinity,138.68
2240,93241,11746,2024-04-14,Google Pay,3,Birmingham Bullring,12.95
2241,93242,11960,2023-08-05,Google Pay,4,Leeds Trinity,81.78
2242,93243,11219,2024-05-12,Apple Pay,4,Manchester Arndale,135.08
2243,93244,11238,2023-04-05,Debit Card,4,Birmingham Bullring,27.16
2244,93245,11084,2022-09-01,Credit Card,2,Leeds Trinity,138.46
2245,93246,11627,2024-09-15,Credit Card,3,Manchester Arndale,51.05
2246,93247,11386,2023-11-15,Credit Card,5,Birmingham Bullring,11.7
2247,93248,11235,2024-12-15,Apple Pay,3,London Central,26.2
2248,93249,11523,2024-02-23,Google Pay,5,Manchester Arndale,31.88
2249,93250,11318,2024-04-19,Apple Pay,4,Manchester Arndale,76.09
2250,93251,11388,2021-08-01,Credit Card,5,Leeds Trinity,116.3
2251,93252,11670,2023-02-20,Google Pay,3,Birmingham Bullring,37.4
2252,93253,11415,2024-05-18,Debit Card,4,Birmingham Bullring,17.94
2253,93254,11322,2023-01-15,Google Pay,4,Manchester Arndale,45.46
2254,93255,11057,2022-06-01,Credit Card,5,Birmingham Bullring,93.31
2255,93256,11126,2023-07-11,Google Pay,4,Manchester Arndale,116.63
2256,93257,11256,2022-12-17,Credit Card,4,Manchester Arndale,27.96
2257,93258,11749,2023-06-10,Apple Pay,4,London Central,96.77
2258,93259,11434,2021-06-16,Debit Card,4,Leeds Trinity,75.61
2259,93260,11845,2024-05-26,Google Pay,4,Birmingham Bullring,91.82
2260,93261,11003,2024-09-24,Credit Card,2,Leeds Trinity,59.75
2261,93262,11426,2023-10-10,Google Pay,4,Birmingham Bullring,57.9
2262,93263,11525,2021-06-29,Apple Pay,5,London Central,51.66
2263,93264,11583,2023-02-13,Apple Pay,5,London Central,74.46
2264,93265,11857,2024-03-28,Google Pay,4,Glasgow Centre,73.83
2265,93266,11602,2024-05-23,Google Pay,4,Birmingham Bullring,120.35
2266,93267,11533,2022-02-22,Credit Card,3,London Central,128.99
2267,93268,11793,2023-11-24,Credit Card,4,London Central,59.87
2268,93269,11815,2023-08-03,Apple Pay,4,Birmingham Bullring,57.18
2269,93270,11943,2024-08-22,Credit Card,3,Birmingham Bullring,138.56
2270,93271,11629,2024-05-13,Google Pay,4,London Central,53.5
2271,93272,11843,2024-06-30,Google Pay,4,London Central,14.32
2272,93273,11398,2024-02-10,Credit Card,5,Manchester Arndale,70.14
2273,93274,11305,2023-11-16,Apple Pay,2,Glasgow Centre,13.5
2274,93275,11353,2024-12-24,Cash,3,Manchester Arndale,17.8
2275,93276,11822,2024-12-11,Google Pay,4,Leeds Trinity,35.36
2276,93277,11222,2023-07-08,Credit Card,3,Manchester Arndale,90.86
2277,93278,11357,2022-05-08,Google Pay,5,London Central,42.74
2278,93279,11214,2023-01-22,Debit Card,4,London Central,175.61
2279,93280,11243,2021-12-30,Google Pay,4,London Central,92.4
2280,93281,11425,2024-04-04,Apple Pay,3,London Central,16.56
2281,93282,11873,2021-06-13,Google Pay,4,Glasgow Centre,5.41
2282,93283,11390,2022-06-15,Apple Pay,3,Glasgow Centre,79.17
2283,93284,11049,2022-09-29,Debit Card,1,London Central,107.52
2284,93285,11697,2022-05-05,Google Pay,5,Birmingham Bullring,22.91
2285,93286,11819,2022-05-17,Google Pay,2,Glasgow Centre,116.56
2286,93287,11920,2021-08-03,Apple Pay,3,Birmingham Bullring,6.78
2287,93288,11640,2023-08-27,Apple Pay,2,London Central,117.18
2288,93289,11082,2024-01-22,Credit Card,1,Leeds Trinity,93.69
2289,93290,11859,2024-10-17,Apple Pay,5,London Central,112.32
2290,93291,11431,2024-10-26,Apple Pay,5,Leeds Trinity,90.17
2291,93292,11735,2023-09-15,Apple Pay,2,Manchester Arndale,107.54
2292,93293,11733,2020-03-22,Google Pay,3,Birmingham Bullring,69.21
2293,93294,11124,2023-02-15,Credit Card,4,Manchester Arndale,65.79
2294,93295,11403,2024-06-15,Apple Pay,4,Manchester Arndale,3.48
2295,93296,11262,2022-01-16,Google Pay,4,London Central,114.84
2296,93297,11164,2022-11-26,Google Pay,3,Glasgow Centre,81.63
2297,93298,11091,2022-02-23,Credit Card,4,Glasgow Centre,63.36
2298,93299,11817,2020-02-02,Debit Card,4,Glasgow Centre,44.14
2299,93300,11832,2021-04-24,Credit Card,3,Leeds Trinity,18.98
2300,93301,11928,2021-08-29,Google Pay,4,Glasgow Centre,50.7
2301,93302,11890,2024-11-29,Google Pay,3,Manchester Arndale,80.87
2302,93303,11544,2024-12-20,Apple Pay,1,London Central,19.01
2303,93304,11156,2023-12-12,Google Pay,3,Manchester Arndale,133.22
2304,93305,11488,2024-12-08,Debit Card,4,Glasgow Centre,46.2
2305,93306,11399,2022-09-05,Google Pay,4,Birmingham Bullring,94.54
2306,93307,11273,2024-07-12,Google Pay,3,Manchester Arndale,57.0
2307,93308,11486,2023-04-22,Google Pay,4,Manchester Arndale,137.4
2308,93309,11723,2024-09-14,Credit Card,5,Manchester Arndale,44.47
2309,93310,11056,2022-06-04,Google Pay,2,London Central,70.09
2310,93311,11947,2022-07-23,Apple Pay,5,London Central,50.13
2311,93312,11898,2024-05-13,Apple Pay,4,Manchester Arndale,57.07
2312,93313,11237,2023-01-11,Credit Card,4,Leeds Trinity,17.18
2313,93314,11985,2022-07-08,Apple Pay,3,Leeds Trinity,115.74
2314,93315,11115,2023-05-15,Google Pay,4,Glasgow Centre,37.38
2315,93316,11024,2024-09-19,Credit Card,4,Glasgow Centre,106.91
2316,93317,11633,2024-08-19,Apple Pay,5,London Central,75.24
2317,93318,11005,2021-05-26,Google Pay,1,Glasgow Centre,58.14
2318,93319,11232,2024-11-07,Apple Pay,2,Leeds Trinity,208.79
2319,93320,11962,2020-09-11,Apple Pay,3,Manchester Arndale,109.89
2320,93321,11956,2021-09-01,Apple Pay,1,London Central,69.07
2321,93322,11023,2022-02-01,Credit Card,4,Manchester Arndale,236.34
2322,93323,11738,2022-06-10,Google Pay,4,Manchester Arndale,91.19
2323,93324,11921,2020-02-05,Apple Pay,3,Glasgow Centre,120.78
2324,93325,11382,2020-05-10,Google Pay,5,London Central,31.36
2325,93326,11151,2024-04-07,Google Pay,4,London Central,13.38
2326,93327,11751,2023-07-20,Google Pay,4,London Central,53.61
2327,93328,11222,2024-01-06,Apple Pay,4,London Central,66.77
2328,93329,11658,2022-03-09,Google Pay,4,Leeds Trinity,35.1
2329,93330,11985,2024-07-31,Credit Card,3,London Central,104.69
2330,93331,11018,2023-08-08,Google Pay,3,London Central,170.86
2331,93332,11907,2021-01-30,Google Pay,5,Manchester Arndale,58.68
2332,93333,11686,2022-04-09,Google Pay,5,London Central,43.47
2333,93334,11434,2024-02-19,Debit Card,5,Birmingham Bullring,78.02
2334,93335,11436,2024-06-19,Debit Card,5,Manchester Arndale,28.84
2335,93336,11347,2024-02-01,Credit Card,5,London Central,20.18
2336,93337,11534,2022-11-13,Apple Pay,3,London Central,131.67
2337,93338,11275,2023-11-05,Google Pay,4,London Central,133.04
2338,93339,11378,2021-12-18,Google Pay,1,Manchester Arndale,39.43
2339,93340,11097,2023-02-16,Credit Card,4,London Central,129.73
2340,93341,11039,2024-07-31,Credit Card,4,Glasgow Centre,55.94
2341,93342,11705,2021-02-11,Debit Card,4,Glasgow Centre,39.78
2342,93343,11446,2024-08-20,Apple Pay,2,Leeds Trinity,106.59
2343,93344,11724,2024-08-13,Credit Card,5,Manchester Arndale,26.33
2344,93345,11341,2024-05-17,Google Pay,4,London Central,78.79
2345,93346,11605,2024-08-02,Google Pay,5,Glasgow Centre,18.74
2346,93347,11423,2023-11-13,Google Pay,3,London Central,15.53
2347,93348,11888,2021-12-03,Google Pay,3,Birmingham Bullring,160.55
2348,93349,11749,2024-05-12,Google Pay,4,Manchester Arndale,42.15
2349,93350,11086,2021-03-01,Google Pay,4,Manchester Arndale,18.25
2350,93351,11190,2022-11-18,Apple Pay,3,Manchester Arndale,129.64
2351,93352,11186,2024-05-14,Debit Card,4,Manchester Arndale,125.43
2352,93353,11535,2024-01-28,Apple Pay,4,London Central,4.18
2353,93354,11143,2021-05-14,Apple Pay,3,London Central,110.8
2354,93355,11902,2023-03-18,Google Pay,2,Manchester Arndale,15.74
2355,93356,11147,2024-03-17,Google Pay,4,Leeds Trinity,16.14
2356,93357,11319,2024-07-08,Apple Pay,5,Birmingham Bullring,4.86
2357,93358,11472,2022-11-22,Google Pay,3,London Central,28.07
2358,93359,11477,2024-06-25,Google Pay,4,Manchester Arndale,117.2
2359,93360,11801,2023-01-31,Google Pay,4,Birmingham Bullring,26.86
2360,93361,11423,2024-07-28,Apple Pay,3,Birmingham Bullring,44.73
2361,93362,11282,2024-12-21,Credit Card,3,Leeds Trinity,105.57
2362,93363,11177,2024-08-04,Debit Card,3,London Central,22.83
2363,93364,11042,2023-07-31,Apple Pay,5,London Central,28.2
2364,93365,11745,2023-03-26,Cash,3,Glasgow Centre,60.65
2365,93366,11277,2024-02-12,Apple Pay,4,Birmingham Bullring,95.94
2366,93367,11940,2022-02-05,Credit Card,3,Manchester Arndale,34.49
2367,93368,11451,2024-11-23,Credit Card,5,Manchester Arndale,69.53
2368,93369,11665,2022-07-24,Apple Pay,5,London Central,199.73
2369,93370,11157,2023-03-11,Apple Pay,3,London Central,21.68
2370,93371,11985,2024-04-12,Google Pay,5,London Central,49.01
2371,93372,11886,2023-03-12,Apple Pay,1,Leeds Trinity,91.92
2372,93373,11634,2022-06-04,Google Pay,3,London Central,110.44
2373,93374,11736,2023-01-06,Google Pay,5,Birmingham Bullring,101.46
2374,93375,11688,2023-09-09,Credit Card,5,London Central,48.91
